Date,Open,High,Low,Close,Volume
2025-10-13,4210.0,4240.0,4200.0,4230.0,79178600
2025-10-14,4220.0,4270.0,4090.0,4090.0,188507000
2025-10-15,4110.0,4140.0,4010.0,4050.0,270562400
2025-10-16,4050.0,4150.0,4050.0,4090.0,125979600
2025-10-17,4110.0,4110.0,4030.0,4050.0,247510000
2025-10-20,4120.0,4320.0,4070.0,4300.0,331939200
2025-10-21,4350.0,4390.0,4300.0,4350.0,230858900
2025-10-22,4350.0,4460.0,4290.0,4330.0,216261300
2025-10-23,4310.0,4440.0,4310.0,4430.0,202102500
2025-10-24,4380.0,4590.0,4380.0,4550.0,350420300
2025-10-27,4590.0,4600.0,4410.0,4470.0,245576100
2025-10-28,4490.0,4510.0,4440.0,4510.0,174666600
2025-10-29,4500.0,4650.0,4490.0,4650.0,176978800
2025-10-30,4670.0,4830.0,4650.0,4800.0,390256000
2025-10-31,4790.0,4800.0,4720.0,4720.0,227378000
2025-11-03,4710.0,4760.0,4700.0,4760.0,129834200
2025-11-04,4760.0,4790.0,4720.0,4730.0,136412400
2025-11-05,4690.0,4770.0,4680.0,4770.0,102878900
2025-11-06,4790.0,4790.0,4750.0,4750.0,57932600
2025-11-07,4750.0,4780.0,4740.0,4750.0,58845500
2025-11-10,4790.0,4790.0,4730.0,4730.0,88738200
2025-11-11,4740.0,4750.0,4610.0,4680.0,168794500
2025-11-12,4680.0,4790.0,4680.0,4760.0,138539800
2025-11-13,4760.0,4760.0,4690.0,4700.0,108100300
2025-11-14,4690.0,4750.0,4680.0,4750.0,73479600
2025-11-17,4780.0,4850.0,4770.0,4820.0,136477100
2025-11-18,4810.0,4850.0,4780.0,4790.0,127022100
2025-11-19,4820.0,4850.0,4800.0,4850.0,107585700
2025-11-20,4940.0,4990.0,4900.0,4940.0,234717700
2025-11-21,4940.0,4970.0,4900.0,4950.0,142452600
2025-11-24,4910.0,5100.0,4870.0,5100.0,303252000
2025-11-25,5075.0,5100.0,4950.0,5025.0,169379300
2025-11-26,5025.0,5025.0,4960.0,5025.0,128492000
2025-11-27,5025.0,5025.0,4850.0,4860.0,170213000
2025-11-28,4800.0,4880.0,4800.0,4830.0,128777200
2025-12-01,4850.0,4910.0,4820.0,4860.0,58603700
2025-12-02,4920.0,4940.0,4820.0,4850.0,104013500
2025-12-03,4850.0,4920.0,4820.0,4880.0,102556300
2025-12-04,4930.0,4940.0,4880.0,4920.0,59392600
2025-12-05,4940.0,4940.0,4870.0,4900.0,53969200
2025-12-08,4950.0,4960.0,4910.0,4950.0,62947600
2025-12-09,4970.0,4980.0,4870.0,4890.0,134575200
2025-12-10,4950.0,4970.0,4870.0,4970.0,96005900
2025-12-11,5000.0,5050.0,4830.0,4950.0,151956700
2025-12-12,4980.0,4980.0,4820.0,4820.0,111830600
2025-12-15,4820.0,5025.0,4790.0,4990.0,122451500
2025-12-16,5025.0,5050.0,4920.0,5000.0,137373200
2025-12-17,4990.0,5025.0,4960.0,5025.0,94254100
2025-12-18,5025.0,5175.0,5025.0,5150.0,150669000
2025-12-19,5175.0,5200.0,5100.0,5175.0,161960800
2025-12-22,5175.0,5200.0,5025.0,5100.0,93615600
2025-12-23,5050.0,5100.0,5000.0,5050.0,44307700
2025-12-24,5025.0,5100.0,5025.0,5050.0,40272500
2025-12-29,5075.0,5150.0,5050.0,5075.0,55697500
2025-12-30,5075.0,5150.0,5050.0,5100.0,74077800
2026-01-02,5125.0,5150.0,5025.0,5075.0,59263700
2026-01-05,5075.0,5100.0,5025.0,5050.0,108458200
2026-01-06,4990.0,4990.0,4880.0,4880.0,180600600
2026-01-07,4890.0,4900.0,4800.0,4810.0,284261700
2026-01-08,4820.0,4880.0,4810.0,4810.0,108534300
2026-01-09,4820.0,4840.0,4760.0,4760.0,104703800
2026-01-12,4780.0,4850.0,4720.0,4770.0,118384500
2026-01-13,4800.0,4840.0,4780.0,4820.0,93419500
2026-01-14,4840.0,4850.0,4770.0,4840.0,114314800
2026-01-15,4840.0,5075.0,4830.0,4990.0,245024400
2026-01-19,5025.0,5100.0,4980.0,5000.0,197645100
2026-01-20,5000.0,5075.0,4990.0,5025.0,93803800
2026-01-21,5025.0,5025.0,4930.0,4990.0,117548600
2026-01-22,4990.0,5025.0,4930.0,4980.0,145002200
2026-01-23,4980.0,5000.0,4870.0,4990.0,116237200
2026-01-26,4910.0,4970.0,4870.0,4910.0,225443300
2026-01-27,4860.0,4910.0,4800.0,4810.0,160620600
2026-01-28,4570.0,4810.0,4410.0,4560.0,643802800
2026-01-29,4420.0,4640.0,4070.0,4630.0,907054600
2026-01-30,4700.0,4880.0,4630.0,4820.0,343393600
2026-02-02,4900.0,4920.0,4710.0,4800.0,290622800
2026-02-03,4830.0,4850.0,4710.0,4830.0,169775800
2026-02-04,4860.0,5025.0,4830.0,5000.0,232816800
2026-02-05,5050.0,5100.0,5000.0,5050.0,209505400
2026-02-06,4950.0,5050.0,4890.0,5050.0,278775900
2026-02-09,5050.0,5075.0,4950.0,5000.0,177079900
2026-02-10,5000.0,5100.0,4990.0,5100.0,177110700
2026-02-11,5075.0,5100.0,4990.0,5025.0,201135900
2026-02-12,5025.0,5075.0,5000.0,5075.0,121407500
2026-02-13,5050.0,5075.0,4970.0,5075.0,157236900
2026-02-18,5075.0,5275.0,5050.0,5275.0,212076100
2026-02-19,5275.0,5300.0,5050.0,5075.0,133827800
2026-02-20,5100.0,5175.0,5050.0,5125.0,88563800
2026-02-23,5150.0,5275.0,5150.0,5275.0,131077800
2026-02-24,5275.0,5375.0,5250.0,5375.0,203553200
2026-02-25,5350.0,5375.0,5300.0,5300.0,147700600
2026-02-26,5350.0,5350.0,5200.0,5325.0,120621100
2026-02-27,5325.0,5350.0,5275.0,5275.0,206461200
2026-03-02,5125.0,5175.0,5050.0,5075.0,168721700
2026-03-03,5100.0,5175.0,5050.0,5100.0,106384700
2026-03-04,5050.0,5075.0,4870.0,4980.0,294487200
2026-03-05,5025.0,5125.0,5000.0,5125.0,133690000
2026-03-06,5075.0,5100.0,4950.0,4980.0,127625100
2026-03-09,4800.0,4870.0,4780.0,4820.0,217673200
